DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION
221916382,2022-11-02,2020-11-11,1200,Mission,THEFT OF IDENTITY,31,F,B,,Invest Cont,15100    TAMARACK                     CT
221321912,2022-12-01,2022-11-30,0950,Newton,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),27,M,J,,Invest Cont,700 S  ALAMEDA                      ST
221415492,2022-08-20,2022-08-20,1630,Pacific,INTIMATE PARTNER - AGGRAVATED ASSAULT,40,M,W,REVOLVER,Invest Cont,4100    TIVOLI                       AV
231204390,2023-01-03,2023-01-01,0601,77th Street,THEFT OF IDENTITY,30,F,H,,Invest Cont,100 E  82ND                         PL
231910935,2023-06-26,2023-06-25,2230,Mission,BRANDISH WEAPON,39,M,H,HAND GUN,Invest Cont,9900    VENA                         AV
221220518,2022-09-14,2022-09-13,2100,77th Street,BURGLARY FROM VEHICLE,29,M,H,,Invest Cont,500 W  83RD                         ST
221917549,2022-12-03,2022-12-03,1953,Mission,VANDALISM - MISDEAMEANOR ($399 OR UNDER),29,F,H,,Adult Other,8800    WILLIS                       AV
220220755,2022-11-27,2022-11-27,1130,Rampart,BRANDISH WEAPON,24,F,H,FOLDING KNIFE,Invest Cont,800 S  BONNIE BRAE                  ST
231904179,2023-01-03,2023-01-02,0700,Mission,THEFT OF IDENTITY,37,F,H,,Invest Cont,15400    RAYEN                        ST
231405301,2023-01-05,2023-01-03,2200,Pacific,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",26,F,W,,Invest Cont,9300    LINCOLN                      BL
220117142,2022-07-29,2022-07-29,1730,Central,BRANDISH WEAPON,29,M,H,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,700 S  FIGUEROA                     ST
230610576,2023-05-31,2022-08-20,0001,Hollywood,THEFT OF IDENTITY,28,F,W,,Invest Cont,1100 N  ARDMORE                      AV
221412427,2022-06-09,2022-06-09,2030,Pacific,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",39,M,W,,Invest Cont,VENICE                       BL
230307172,2023-03-01,2023-02-26,1635,Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),62,F,W,,Invest Cont,3500    ENVILLE                      PL
221115613,2022-10-27,2022-10-27,0845,Northeast,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",29,F,W,,Invest Cont,3100    MADERA                       AV
221516315,2022-10-19,2022-10-19,1605,N Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",24,F,H,,Invest Cont,11400    EMELITA                      ST
221511092,2022-06-14,2022-06-07,1200,N Hollywood,BURGLARY,37,M,H,,Invest Cont,11100    BURBANK                      BL
231106884,2023-03-17,2023-03-17,0030,Northeast,BATTERY - SIMPLE ASSAULT,28,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,200 S  AVENUE 58
231307468,2023-03-09,2023-03-08,1900,Newton,BATTERY - SIMPLE ASSAULT,63,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1400    PALOMA                       ST
220810855,2022-06-15,2022-06-14,1900,West LA,BURGLARY FROM VEHICLE,21,F,C,,Invest Cont,500    MIDVALE                      AV
231711567,2023-06-17,2023-06-17,1430,Devonshire,BATTERY - SIMPLE ASSAULT,28,F,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,8800    TAMPA                        AV
220127084,2022-12-25,2022-12-25,1110,Central,BATTERY - SIMPLE ASSAULT,60,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,500    CERES                        AV
231609058,2023-06-10,2023-06-10,2030,Foothill,INTIMATE PARTNER - SIMPLE ASSAULT,38,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,9900    TELFAIR                      AV
220717674,2022-12-12,2022-12-11,2020,Wilshire,BRANDISH WEAPON,50,M,W,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,Adult Arrest,8500 W  3RD                          ST
230710891,2023-06-15,2023-06-05,1700,Wilshire,BURGLARY FROM VEHICLE,29,M,O,,Invest Cont,8400    WARING                       AV
222113601,2022-08-28,2022-08-27,0622,Topanga,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",31,F,W,,Invest Cont,22200    GILMORE                      ST
220320187,2022-11-13,2022-10-02,0635,Southwest,THEFT OF IDENTITY,60,F,B,,Invest Cont,3900 S  WILTON                       PL
220817152,2022-11-21,2022-11-20,1200,West LA,VANDALISM - MISDEAMEANOR ($399 OR UNDER),37,F,O,,Invest Cont,10000    WESTWANDA                    DR
230504827,2023-01-22,2023-01-22,2000,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,26,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,HALLDALE                     AV
232109346,2023-05-21,2023-05-18,0814,Topanga,SHOPLIFTING - PETTY THEFT ($950 & UNDER),35,M,X,,Invest Cont,6600    FALLBROOK                    AV
220917378,2022-12-16,2022-12-01,0630,Van Nuys,THEFT OF IDENTITY,45,F,H,,Invest Cont,6400    WILLIS                       AV
220320296,2022-11-15,2022-11-15,1935,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,ARLINGTON                    AV
231906529,2023-03-01,2022-04-12,1250,Mission,THEFT OF IDENTITY,26,M,H,,Invest Cont,14500    BLYTHE                       ST
221012942,2022-08-17,2022-08-16,2020,West Valley,BURGLARY FROM VEHICLE,27,M,C,,Invest Cont,5900    RESEDA                       BL
221112568,2022-08-10,2022-08-10,1010,Northeast,INTIMATE PARTNER - SIMPLE ASSAULT,31,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,3300    GASSEN                       PL
220313921,2022-07-14,2022-07-01,1234,Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),42,F,B,,Invest Cont,3600 S  VERMONT                      AV
221225626,2022-12-18,2022-12-18,1500,77th Street,VIOLATION OF TEMPORARY RESTRAINING ORDER,29,F,B,,Adult Other,7000 S  HOOVER                       ST
230810862,2023-06-15,2023-06-14,1100,West LA,BURGLARY,72,M,W,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,9700    BEVERLYWOOD                  ST
231311267,2023-05-25,2023-05-25,0645,Newton,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",45,M,H,HAND GUN,Adult Arrest,4400    COMPTON                      AV
222117676,2022-12-11,2022-12-09,1530,Topanga,THEFT OF IDENTITY,59,F,W,,Invest Cont,23700    BURBANK                      BL
220620617,2022-12-26,2022-12-26,1742,Hollywood,BATTERY - SIMPLE ASSAULT,31,M,O,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,7000    HOLLYWOOD                    BL
221012145,2022-07-28,2022-07-27,0200,West Valley,"BURGLARY, ATTEMPTED",42,F,H,,Invest Cont,6800    AMIGO                        AV
231705296,2023-01-14,2023-01-14,1600,Devonshire,BURGLARY FROM VEHICLE,37,M,H,,Invest Cont,9300    TAMPA                        AV
231506036,2023-02-18,2023-02-15,1220,N Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",43,M,W,,Invest Cont,11600    VALERIO                      ST
230504665,2023-01-17,2023-01-17,1500,Harbor,CRIMINAL THREATS - NO WEAPON DISPLAYED,58,F,B,VERBAL THREAT,Adult Other,25800    NORMANDIE                    AV
221213123,2022-06-04,2022-06-04,1650,77th Street,BATTERY - SIMPLE ASSAULT,40,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,500 W  74TH                         ST
222013059,2022-07-28,2022-07-28,0550,Olympic,BURGLARY,31,F,H,,Invest Cont,600 N  HARVARD                      BL
220212113,2022-06-19,2022-06-19,0430,Rampart,INTIMATE PARTNER - SIMPLE ASSAULT,36,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,700 S  UNION                        AV
220121739,2022-10-03,2022-10-02,1830,Central,BURGLARY FROM VEHICLE,23,M,H,,Invest Cont,MAIN
230106966,2023-02-12,2023-02-11,2230,Central,THEFT PLAIN - PETTY ($950 & UNDER),23,M,I,,Invest Cont,100 E  6TH                          ST
231704124,2023-01-03,2023-01-03,1830,Devonshire,CONTEMPT OF COURT,68,M,O,,Adult Other,10300    OAKDALE                      AV
221219603,2022-09-02,2022-09-02,0001,77th Street,THEFT OF IDENTITY,25,F,O,,Invest Cont,1400 W  58TH                         PL
221716323,2022-11-16,2022-11-15,2100,Devonshire,BURGLARY,54,F,B,,Invest Cont,9100    DE SOTO                      AV
221515156,2022-09-20,2022-09-20,0630,N Hollywood,CONTEMPT OF COURT,27,F,B,,Adult Other,11200    VICTORY                      BL
230207354,2023-03-11,2023-03-09,1600,Rampart,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),37,M,H,,Invest Cont,3100    BEVERLY                      BL
222011274,2022-06-18,2022-06-17,0900,Olympic,BATTERY - SIMPLE ASSAULT,51,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,100 N  ALEXANDRIA                   AV
220117145,2022-07-29,2022-07-29,2100,Central,BATTERY - SIMPLE ASSAULT,47,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800 W  7TH                          ST
220717615,2022-12-10,2022-12-10,0715,Wilshire,BATTERY - SIMPLE ASSAULT,51,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,HI POINT
221417251,2022-10-03,2022-10-03,2045,Pacific,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",27,F,W,,Invest Cont,1500    VENICE                       BL
221710431,2022-06-24,2022-06-24,2052,Devonshire,BURGLARY,44,M,O,,Invest Cont,9500    WHITE OAK                    AV
231007354,2023-03-27,2023-03-27,1300,West Valley,INTIMATE PARTNER - SIMPLE ASSAULT,37,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,7700    MELVIN                       AV
220916948,2022-12-05,2022-12-02,1700,Van Nuys,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",36,M,O,,Invest Cont,5500    FULTON                       AV
221117008,2022-12-03,2022-12-03,1000,Northeast,BATTERY - SIMPLE ASSAULT,53,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,100 W  AVENUE 43
230405854,2023-02-08,2023-02-05,0150,Hollenbeck,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),54,F,H,,Invest Cont,N  AVENUE 21
231004746,2023-01-19,2023-01-18,2215,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),41,M,O,,Invest Cont,7600    LOUISE                       AV
231311135,2023-05-22,2023-05-18,1300,Newton,BURGLARY FROM VEHICLE,47,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,1600 E  WASHINGTON                   BL
230707879,2023-03-31,2023-03-31,2000,Wilshire,BATTERY - SIMPLE ASSAULT,63,F,B,UNKNOWN WEAPON/OTHER WEAPON,Adult Other,2200    HAUSER                       BL
220319237,2022-10-28,2022-10-19,0200,Southwest,VANDALISM - MISDEAMEANOR ($399 OR UNDER),39,F,H,,Invest Cont,3700 S  HOBART                       BL
231808972,2023-04-13,2023-04-13,1430,Southeast,BURGLARY,62,F,H,,Adult Arrest,400 W  88TH                         ST
220218279,2022-10-09,2022-10-09,2200,Rampart,CRIMINAL THREATS - NO WEAPON DISPLAYED,28,M,H,VERBAL THREAT,Invest Cont,900 S  GRAND VIEW                   ST
230907732,2023-04-04,2023-03-22,1200,Van Nuys,DOCUMENT FORGERY / STOLEN FELONY,58,M,W,,Invest Cont,4000    STANSBURY                    AV
230610548,2023-05-28,2023-05-28,1530,Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",28,M,H,,Invest Cont,5800    SANTA MONICA                 BL
221114718,2022-10-05,2022-10-05,0330,Northeast,VIOLATION OF RESTRAINING ORDER,41,F,H,,Invest Cont,4200    SUNSET                       DR
220312569,2022-06-20,2022-06-12,2010,Southwest,BATTERY - SIMPLE ASSAULT,50,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,37TH
230106259,2023-02-04,2023-02-04,1300,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",65,F,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,5TH
221710172,2022-06-19,2022-06-19,0255,Devonshire,ATTEMPTED ROBBERY,21,M,B,SIMULATED GUN,Invest Cont,BALBOA                       BL
230205974,2023-02-12,2023-02-12,1450,Rampart,BRANDISH WEAPON,45,M,H,OTHER KNIFE,Invest Cont,300 N  MARIPOSA                     AV
220818006,2022-12-12,2022-12-09,1800,West LA,BATTERY - SIMPLE ASSAULT,63,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,WESTWOOD                     BL
221511632,2022-06-26,2021-11-09,2154,N Hollywood,THEFT OF IDENTITY,53,F,W,,Invest Cont,5200    CORTEEN                      PL
231712171,2023-05-21,2023-05-15,1200,Devonshire,INDECENT EXPOSURE,27,F,A,,Invest Cont,8600    RESEDA                       BL
230808540,2023-04-23,2023-04-21,1130,West LA,THEFT OF IDENTITY,39,F,W,,Invest Cont,900 S  SHERBOURNE                   DR
222010580,2022-06-01,2022-05-31,2210,Olympic,BURGLARY FROM VEHICLE,40,F,W,,Invest Cont,500 N  NORTON                       AV
230509151,2023-05-24,2023-05-24,0030,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,40,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,800 W  SANTA CRUZ                   ST
220514870,2022-10-15,2022-08-27,2026,Harbor,THEFT OF IDENTITY,24,M,H,,Invest Cont,1300    LAKME                        AV
220512019,2022-08-01,2022-07-31,2000,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",25,F,B,,Invest Cont,400 W  8TH                          ST
220222154,2022-12-25,2022-12-25,1530,Rampart,CRIMINAL THREATS - NO WEAPON DISPLAYED,42,M,H,VERBAL THREAT,Invest Cont,1300    LINWOOD                      AV
231309737,2023-04-25,2023-04-25,1735,Newton,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",28,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,ADAMS                        BL
220121404,2022-09-28,2022-09-27,1730,Central,ROBBERY,31,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,LEBANON
220813262,2022-08-12,2022-08-11,1130,West LA,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",20,F,W,,Invest Cont,SUNSET
220313097,2022-07-01,2022-07-01,0600,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",48,M,H,MACE/PEPPER SPRAY,Invest Cont,2200 S  NORMANDIE                    AV
220319638,2022-11-03,2022-11-03,1120,Southwest,FAILURE TO YIELD,21,X,X,,Adult Arrest,RIDGELEY
230408175,2023-05-08,2023-05-07,2330,Hollenbeck,BRANDISH WEAPON,43,M,H,OTHER KNIFE,Invest Cont,1000 E  CESAR E CHAVEZ               AV
231408011,2023-03-31,2023-03-30,0900,Pacific,BIKE - STOLEN,30,M,W,,Invest Cont,3700    KEYSTONE                     AV
231906456,2023-02-28,2023-02-27,0400,Mission,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",30,M,X,,Invest Cont,FOOTHILL                     BL
220317905,2022-10-04,2022-10-04,1610,Southwest,THEFT OF IDENTITY,24,F,H,,Invest Cont,2800    BUCKINGHAM                   RD
221914698,2022-09-21,2022-09-21,0415,Mission,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,M,H,BLUNT INSTRUMENT,Invest Cont,HOYT
221013134,2022-08-23,2022-08-23,0700,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",23,F,H,ROCK/THROWN OBJECT,Invest Cont,8100    CALVIN                       AV
221014758,2022-10-03,2022-10-02,1533,West Valley,BURGLARY FROM VEHICLE,43,M,V,,Invest Cont,7400    CANBY                        AV
222116569,2022-11-12,2022-11-12,2308,Topanga,BURGLARY,60,M,H,,Invest Cont,22400    SUENO                        RD
220410289,2022-06-27,2022-06-07,1500,Hollenbeck,BRANDISH WEAPON,71,F,H,KITCHEN KNIFE,Adult Arrest,5200    EDNA                         ST
220713768,2022-09-06,2022-06-12,0505,Wilshire,THEFT OF IDENTITY,64,M,H,,Invest Cont,8300    BLACKBURN                    AV
220318146,2022-10-08,2022-10-08,1130,Southwest,BATTERY - SIMPLE ASSAULT,62,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,2600 S  MANHATTAN                    PL
231406130,2023-02-21,2023-02-21,1400,Pacific,"BURGLARY, ATTEMPTED",43,F,A,,Invest Cont,10700    QUEENSLAND                   ST
221711674,2022-07-28,2022-07-26,1830,Devonshire,CRIMINAL THREATS - NO WEAPON DISPLAYED,25,F,H,VERBAL THREAT,Adult Other,18000    DEVONSHIRE                   ST
231700719,2023-03-24,2023-03-24,1930,Devonshire,"BUNCO, PETTY THEFT",47,M,O,,Invest Cont,18700    DEVONSHIRE                   ST
221613894,2022-11-02,2022-10-29,1140,Foothill,THEFT OF IDENTITY,31,F,H,,Invest Cont,10800    DE FOE                       AV
221114704,2022-10-04,2022-10-04,2220,Northeast,BATTERY - SIMPLE ASSAULT,46,X,X,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,2800    FREDERICK                    ST
220515662,2022-11-04,2022-10-26,1500,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",59,F,B,,Invest Cont,800 W  190TH                        ST
220619316,2022-11-23,2022-11-20,1900,Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),30,M,W,,Invest Cont,2700    EDWIN                        PL
220816679,2022-11-11,2022-11-11,1730,West LA,BURGLARY,62,F,O,,Invest Cont,400 N  KENTER                       AV
220219900,2022-11-08,2022-11-07,2300,Rampart,BURGLARY,35,M,H,,Invest Cont,400 S  WESTLAKE                     AV
220817802,2022-12-06,2022-12-02,1355,West LA,THEFT PLAIN - PETTY ($950 & UNDER),49,F,W,,Invest Cont,11800    KIOWA                        AV
220116072,2022-07-12,2022-07-03,1200,Central,THEFT OF IDENTITY,30,F,H,,Invest Cont,1800 S  MAIN                         ST
221913241,2022-08-15,2022-08-15,1200,Mission,ROBBERY,25,F,H,HAND GUN,Adult Arrest,CHASE                        ST
220221715,2022-12-15,2022-12-02,1455,Rampart,THEFT PLAIN - PETTY ($950 & UNDER),36,F,H,,Invest Cont,100 N  ALVARADO                     ST
231204519,2023-01-04,2023-01-01,0630,77th Street,THEFT OF IDENTITY,29,F,B,,Invest Cont,1400 W  81ST                         ST
222019330,2022-12-17,2022-12-17,0830,Olympic,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",75,M,A,PIPE/METAL PIPE,Invest Cont,OLYMPIC
221216315,2022-07-22,2022-07-13,0900,77th Street,CRIMINAL THREATS - NO WEAPON DISPLAYED,54,M,B,VERBAL THREAT,Invest Cont,900 W  73RD                         ST
230907825,2023-04-06,2023-03-28,1421,Van Nuys,SHOPLIFTING - PETTY THEFT ($950 & UNDER),21,M,W,,Invest Cont,14900    RAYMER                       ST
222017969,2022-12-04,2022-12-04,1335,Olympic,BATTERY - SIMPLE ASSAULT,30,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,100 N  NEW HAMPSHIRE                AV
231510781,2023-06-07,2023-06-07,2040,N Hollywood,BURGLARY FROM VEHICLE,30,M,W,,Invest Cont,11300    DONA PEGITA                  DR
230904186,2023-01-06,2023-01-06,0008,Van Nuys,BURGLARY,47,F,A,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,12900    RIVERSIDE                    DR
221912526,2022-07-28,2022-07-24,2340,Mission,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",47,F,W,,Invest Cont,12600    AMBOY                        AV
221915877,2022-10-20,2022-10-05,0001,Mission,BURGLARY,46,M,B,,Invest Cont,8300    CEDROS                       AV
220617556,2022-10-16,2022-10-16,1220,Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,28,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5700    CAMERFORD                    AV
220713481,2022-08-29,2022-08-28,1230,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),28,F,H,,Invest Cont,5600    WILSHIRE                     BL
220611961,2022-06-18,2022-06-07,0010,Hollywood,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),75,M,W,,Invest Cont,4900 W  LEMON GROVE                  AV
230111001,2023-04-21,2023-04-19,1000,Central,BURGLARY FROM VEHICLE,59,F,W,,Invest Cont,800 S  GRAND                        AV
220214220,2022-08-02,2022-08-02,1058,Rampart,THEFT OF IDENTITY,35,F,W,,Invest Cont,2000 W  3RD                          ST
231206574,2023-02-10,2023-02-10,2030,77th Street,SHOPLIFTING - PETTY THEFT ($950 & UNDER),18,M,H,,Invest Cont,5800 S  VERMONT                      AV
231309318,2023-04-17,2023-04-17,1345,Newton,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",35,M,W,ROCK/THROWN OBJECT,Adult Arrest,SLAUSON
220217581,2022-08-17,2022-08-17,1000,Rampart,BATTERY - SIMPLE ASSAULT,32,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1000 W  TEMPLE                       ST
231800769,2023-06-23,2023-06-23,2240,Southeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",68,F,H,HAND GUN,Invest Cont,8800 S  MAIN                         ST
230805813,2023-02-12,2023-02-10,1600,West LA,BURGLARY,79,F,W,,Invest Cont,11900    MAYFIELD                     AV
230907889,2023-04-08,2023-04-07,1700,Van Nuys,BATTERY - SIMPLE ASSAULT,64,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,SHERMAN                      WY
221218506,2022-08-14,2022-08-13,0330,77th Street,BATTERY - SIMPLE ASSAULT,14,M,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1900 W  78TH                         ST
221017871,2022-12-18,2022-12-18,2110,West Valley,BATTERY - SIMPLE ASSAULT,48,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5900    RESEDA                       BL
220817847,2022-12-08,2022-12-08,0130,West LA,INTIMATE PARTNER - SIMPLE ASSAULT,27,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,11900    MISSOURI                     AV
222015036,2022-09-15,2022-09-13,2130,Olympic,UNAUTHORIZED COMPUTER ACCESS,34,F,W,,Invest Cont,200 N  WESTERN                      AV
230111472,2023-04-28,2023-04-28,2020,Central,THROWING OBJECT AT MOVING VEHICLE,34,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,3RD                          ST
231408667,2023-04-17,2023-04-16,0840,Pacific,INTIMATE PARTNER - SIMPLE ASSAULT,17,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,5000    BERRYMAN                     AV
221611381,2022-08-12,2022-08-12,1410,Foothill,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",47,F,O,,Invest Cont,7700    APPERSON                     ST
220812893,2022-08-04,2022-05-06,1340,West LA,THEFT OF IDENTITY,24,F,W,,Invest Cont,1000    MORAGA                       DR
222118105,2022-12-24,2022-12-24,1200,Topanga,VIOLATION OF RESTRAINING ORDER,37,F,H,,Invest Cont,7500    INDEPENDENCE                 AV
